zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
60008-4050,Financial Services,34000.0,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance brokerage, consulting, and third party claims settlement and administration services in the United States, Australia, Bermuda, Canada, the Caribbean, New Zealand, India, and the United Kingdom. Its Brokerage segment consists of retail and wholesale insurance brokerage operations. It offers brokerage and consulting services to businesses and organizations, including commercial, not-for-profit, and public entities, as well as individuals in the areas of insurance placement, risk of loss management, and management of employer sponsored benefit programs. This segment also assist retail brokers and other non-affiliated brokers in the placement of specialized and hard-to-place insurance; acts as a brokerage wholesaler, and managing general agent or managing general underwriter distributing specialized insurance coverage's for underwriting enterprises; and performs activities, including marketing, underwriting, issuing policies, collecting premiums, appointing and supervising other agents, paying claims, and negotiating reinsurance. The company's Risk Management segment provides contract claim settlement and administration services for enterprises and public entities; and claims management, loss control consulting, and insurance property appraisal services. The company offers its services through a network of correspondent insurance brokers and consultants. It serves commercial, industrial, public entity, religious, and not-for-profit entities. Arthur J. Gallagher & Co. was founded in 1927 and is headquartered in Rolling Meadows, Illinois.",Rolling Meadows,630-773-3800,IL,United States,[],http://www.ajg.com,1,2850 Golf Road,Insurance Brokers,144.95,144.44,116.38992,0.012625043,0.42259997,,145.65,,716475,,144.95,123.47394,1.83,144.44,,716475,,,,1.92,1614816000,0.662437,,,142.8325,2,USD,33.31649,803218,,,,28313679872,,,905458,3.9975264,142.8325,145.12,,800,803218,145.65,27.84261,,2.22,73.66,145.07,False,0.013200001,1100,145.65,NYQ,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,America/New_York,EDT,True,-14400000,EQUITY,AJG,finmb_252186,us_market,,4.627,,0.12066,18.695,,,5.21,,195186000,,,34.362,2096927,0.0107,,1609372800,0.875,854600000,4.354,,,4.221524,0.00926,1672444800,1617148800,2.3,1615766400,193838022,32774320128,,979862400,2:1,,,,0.103,1618444800,3.0,,0.0138,2156841,,,,144.44,https://logo.clearbit.com/ajg.com,,,,,,661a5b56-e520-3f3b-9240-f02fe4684c8e
10005,Financial Services,13600.0,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through three segments: Global Lifestyle, Global Housing, and Global Preneed. The Global Lifestyle segment offers mobile device solutions, and extended service products and related services for mobile devices, consumer electronics, and appliances; vehicle protection and related services; and credit protection and other insurance products. The Global Housing segment provides lender-placed homeowners insurance, manufactured housing, and flood insurance; and renters insurance and related products, as well as voluntary manufactured housing insurance, voluntary homeowners insurance, and other specialty products. The Global Preneed segment offers pre-funded funeral insurance, final need insurance, and related services. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in New York, New York.",New York,212-859-7000,NY,United States,[],http://www.assurant.com,1,28 Liberty Street,Insurance—Specialty,155.6,156.5,131.25044,0.016388174,0.3648,,159.1,,339400,,155.6,134.38303,2.55,156.5,,339400,,,,2.64,1613692800,0.609487,,,156.13,2,USD,22.563992,203434,,,,9549292544,,,515723,0.9465148,156.13,158.24,,800,203434,159.1,13.270815,,2.16,83.89,158.17,False,0.017,800,159.1,NYQ,"Assurant, Inc.","Assurant, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AIZ,finmb_4026111,us_market,,0.871,,0.04379,9.459,,,11.89,,60519000,,,102.617,806203,0.013300001,,1609372800,0.93884003,423100000,6.993,,,1.5376594,0.01002,1672444800,1609372800,1.88,1615766400,57322866,8784815104,,,,,,,0.091,1618444800,0.83,,0.015,1222022,,,,156.5,https://logo.clearbit.com/assurant.com,41st Floor,,,,,89b06828-ecb1-357b-8859-57b659e60b4b
75202,Communication Services,228470.0,"AT&T Inc. provides telecommunication, media, and technology services worldwide. The company operates through Communications, WarnerMedia, and Latin America segments. The Communications segment offers wireless voice and data communications services; video and targeted advertising services; broadband, including fiber, and legacy telephony internet and voice communication; and wireline telecom services. It also sells handsets, wirelessly enabled computers, wireless data cards, and IP-based set-top boxes, as well as various accessories, such as carrying cases and hands-free devices through the company-owned stores, agents, and third-party retail stores. This segment markets its communications services and products under the AT&T, Cricket, AT&T PREPAIDSM, AT&T TV, AT&T Fiber, and DIRECTV brand names. The WarnerMedia segment primarily produces, distributes, and licenses television programming and feature films; distributes home entertainment products in physical and digital formats; and produces and distributes mobile and console games, and consumer products, as well as offers brand licensing services, and advertising services. It also operates cable networks; video on demand streaming platform under the HBO Max and HBO GO names; multichannel pay television services under the HBO and Cinemax; and digital media properties, as well as licenses its content to television networks and over-the-top services. The Latin America segment offers video entertainment and audio programming services under the DIRECTV and SKY brands primarily to residential customers; pay-TV services, including HD sports video content; and postpaid and prepaid wireless services under the AT&T and Unefon brands, as well as sells various handsets through company-owned stores, agents, and third-party retail stores. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in November 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",Dallas,210-821-4105,TX,United States,[],http://www.att.com,1,208 South Akard Street,Telecom Services,31.41,31.78,28.878963,0.06622095,,,31.85,,37544475,,31.41,29.574242,2.08,31.78,,37544475,,,,2.08,1617840000,0.737451,,,31.465,2,USD,,36643082,,,,224909983744,,,43947565,1.3006592,31.465,0.0,,36900,36643082,33.24,9.936909,,5.88,26.35,0.0,False,0.0664,21500,31.85,NYQ,AT&T Inc.,AT&T Inc.,America/New_York,EDT,True,-14400000,EQUITY,T,finmb_100231,us_market,,2.501,,-0.01293,8.767,,,3.17,,7139999744,,,23.178,128048460,0.0179,,1609372800,0.52865005,-2447000064,-0.344,,,1.3590474,0.00099,1672444800,1617148800,3.28,1615766400,7129932600,432481402880,,890352000,2:1,,,,0.638,1618444800,8.81,,0.0179,111084516,,,,31.78,https://logo.clearbit.com/att.com,,,,,,b9ece18c-950a-3bfa-ab0f-dbfa4ff731d3
75240,Utilities,4694.0,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates in two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately three million residential, commercial, public authority, and industrial customers. As of September 30, 2020, it owned 71,558 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage reservoirs in Texas; and provides ancillary services to the pipeline industry, including parking arrangements, lending, and inventory sales. As of September 30, 2020, it owned 5,684 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas.",Dallas,972-934-9227,TX,United States,[],http://www.atmosenergy.com,1,1800 Three Lincoln Centre,Utilities—Regulated Gas,103.59,103.59,93.83134,0.022685587,0.45810002,,104.79,,934300,,103.59,92.310905,2.35,103.59,,934300,,,,2.5,1613692800,0.383342,,,103.4301,2,USD,20.165146,656604,,,,13301830656,,,1050595,4.650902,103.4301,0.0,,800,656604,111.34,19.184843,,2.16,84.59,0.0,False,0.0241,800,104.79,NYQ,Atmos Energy Corporation,Atmos Energy Corporation,America/New_York,EDT,True,-14400000,EQUITY,ATO,finmb_252684,us_market,,6.254,,0.22393,13.728,,,5.41,,128161000,,,56.286,1751536,0.0137,,1601424000,0.90648,639988992,5.147,,,1.8439754,0.01012,1664496000,1609372800,2.16,1615766400,127089272,17887117312,,769132800,3:2,,,,0.218,1618444800,2.81,,0.0177,2661206,,,,103.59,https://logo.clearbit.com/atmosenergy.com,5430 LBJ Freeway,,,,,9b27761c-46b7-3cd9-8210-3e8a46e61492
94903,Technology,11500.0,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide. The company offers AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; BIM 360, a construction management cloud-based software; AutoCAD, a software for professional design, drafting, detailing, and visualization; AutoCAD LT, a drafting and detailing software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections tools for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment collection industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and Shotgun, a cloud-based software for review and production tracking in the media and entertainment industry. In addition, the company offers PlanGrid, a cloud-based field collaboration software, which provides general contractors, subcontractors, owners, and architects access to construction information in real-time; Revit software for building information modeling; and BuildingConnected, a bid-management solution. Autodesk, Inc. sells its products and services to customers directly, as well as through a network of resellers and distributors. The company was founded in 1982 and is headquartered in San Rafael, California.",San Rafael,415 507 5000,CA,United States,[],http://www.autodesk.com,1,111 McInnis Parkway,Software—Application,291.91,292.99,272.52087,,0,,293.5,,1347775,,291.91,276.56546,,292.99,,1347775,,,,,1111449600,1.338665,,,286.07,2,USD,52.849266,644746,,,,63132700672,,,1487815,16.655947,286.07,0.0,,1000,644746,321.13,41.848618,,,147.26,0.0,False,,1100,293.5,NMS,"Autodesk, Inc.","Autodesk, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ADSK,finmb_119902,us_market,,16.977,,0.31875,86.723,,,6.87,,219592000,,,4.397,1897768,0.0086,,1612051200,0.93742996,1208199936,5.44,,,65.38549,0.0018600001,1675123200,1612051200,1.55,1615766400,219256318,64348585984,,1103587200,2:1,,,,5.914,1618444800,1.49,,0.0087,2527887,,,,292.99,https://logo.clearbit.com/autodesk.com,,415 507 5100,,,,6806dff3-3571-369c-b858-2ab23bccc502
07068,Industrials,58000.0,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates through two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",Roseland,973-974-5000,NJ,United States,[],http://www.adp.com,1,One ADP Boulevard,Staffing & Employment Services,186.99,189.17,166.62933,0.019680196,0.6389,,191.57,,1595500,,186.99,180.52121,3.68,189.17,,1595500,,,,3.72,1623283200,0.747931,,,188.89,2,USD,33.268463,1409917,,,,81561960448,,,2115388,5.5691943,188.89,0.0,,1000,1409917,193.44,29.32006,,2.08,127.31,0.0,False,0.0199,1100,191.57,NMS,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ADP,finmb_126269,us_market,,5.471,,0.16878,21.01,,,6.53,,426000000,,,13.319,3834984,0.009,,1593475200,0.81177,2471899904,5.755,,,14.374953,0.00106,1656547200,1617148800,1.79,1615766400,424671539,80118267904,,1412121600,1139:1000,,,,-0.012,1618444800,3.57,,0.009,5279670,,,,189.17,https://logo.clearbit.com/adp.com,,,,,,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b
38103,Consumer Cyclical,60000.0,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. Its products include A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps. The company also offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers, as well as air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products. In addition, it provides a sales program that offers commercial credit and delivery of parts and other products; and towing and tire repair services. Further, it sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. As of August 29, 2020, it operated 5,885 stores in the United States; 621 stores in Mexico; and 43 stores in Brazil. AutoZone, Inc. was founded in 1979 and is based in Memphis, Tennessee.",Memphis,901 495 6500,TN,United States,[],http://www.autozone.com,1,123 South Front Street,Specialty Retail,1464.12,1475.6,1196.2565,,0,,1488.24,,217200,,1464.12,1268.2731,,1475.6,,217200,,,,,,0.952013,,,1467.46,2,USD,18.658247,138495,,,,32522569728,,,256683,2.4288075,1467.46,0.0,,900,138495,1488.24,16.971365,,,874.3,0.0,False,,1000,1488.24,NYQ,"AutoZone, Inc.","AutoZone, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AZO,finmb_25307,us_market,,2.969,,0.13978,12.675,,,86.96,,22036800,,,-68.682,354713,0.0161,,1598659200,0.94523,1871730944,79.098,,,,0.00368,1661731200,1613174400,1.55,1615766400,21951938,39756886016,,766886400,2:1,,,,0.156,1618444800,2.64,,0.0161,400218,,,,1475.6,https://logo.clearbit.com/autozone.com,,,,,,cd209cf1-de79-3635-91e9-70d258280024
22203,Real Estate,2966.0,"As of December 31, 2020, the Company owned or held a direct or indirect ownership interest in 291 apartment communities containing 86,025 apartment homes in 11 states and the District of Columbia, of which 18 communities were under development and one community was under redevelopment. The Company is an equity REIT in the business of developing, redeveloping, acquiring and managing apartment communities in leading metropolitan areas in New England, the New York/New Jersey Metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in the Company's expansion markets consisting of Southeast Florida and Denver, Colorado (the ""Expansion Markets"").",Arlington,703-329-6300,VA,United States,[],http://www.avalonbay.com,1,4040 Wilson Boulevard,REIT—Residential,192.0,193.12,165.66089,0.033125002,1.0798,,193.53,,597775,,192.0,183.51334,6.36,193.12,,597775,,,,6.36,1617062400,0.961941,,,191.21,2,USD,33.499386,509370,,,,26755104768,,,895306,11.892468,191.21,0.0,,900,509370,195.46,60.45741,,3.25,131.38,0.0,False,0.033099998,1200,193.53,NYQ,"AvalonBay Communities, Inc.","AvalonBay Communities, Inc.",America/New_York,EDT,True,-14400000,EQUITY,AVB,finmb_329141,us_market,,15.185,,0.35643002,25.312,,,3.17,,139604000,,,76.575,2062991,0.0148,,1609372800,0.94317,799926976,5.721,,,2.5027752,0.00342,1672444800,1617148800,3.02,1615766400,138803571,34161983488,,1357516800,8:9,,,,-0.153,1618444800,27.0,,0.02,2610293,,,,193.12,https://logo.clearbit.com/avalonbay.com,Suite 1000,,,,,bce3759a-7c70-390c-8510-d287ae091718
91203,Industrials,32000.0,"Avery Dennison Corporation manufactures and markets pressure-sensitive materials in the United States, Europe, Asia, Latin America, and internationally. The company's Label and Graphic Materials segment offers pressure-sensitive label and packaging materials; and graphics and reflective products under the Fasson, JAC, Avery Dennison, and Mactac brands, as well as durable cast and reflective films. It provides its products to the home and personal care, beer and beverage, durables, pharmaceutical, wine and spirits, and food market segments; architectural, commercial sign, digital printing, and other related market segments; construction, automotive, and fleet transportation market segments, as well as traffic and safety applications; and sign shops, commercial printers, and designers. The company's Retail Branding and Information Solutions segment designs, manufactures, and sells brand embellishments, graphic tickets, tags and labels, and sustainable packaging solutions, as well as offers creative services; item-level radio-frequency identification solutions; visibility and loss prevention solutions; price ticketing and marking solutions; care, content, and country of origin compliance solutions; and brand protection and security solutions. It serves retailers, brand owners, apparel manufacturers, distributors, and industrial customers. The company's Industrial and Healthcare Materials segment offers tapes; pressure-sensitive adhesive based materials and converted products; medical fasteners; and performance polymers under the Fasson, Avery Dennison, and Yongle brands. It serves automotive, electronics, building and construction, general industrial, personal care, and medical markets. The company was formerly known as Avery International Corporation and changed its name to Avery Dennison Corporation in 1990. Avery Dennison Corporation was founded in 1935 and is headquartered in Glendale, California.",Glendale,626 304 2000,CA,United States,[],http://www.averydennison.com,1,207 Goode Avenue,Business Equipment & Supplies,214.17,215.3,155.28467,0.011206052,0.3196,,215.49,,561375,,214.17,179.39304,2.4,215.3,,561375,,,,2.72,1622505600,0.977937,,,212.8,2,USD,28.460516,576155,,,,17742098432,,,540615,2.430491,212.8,214.34,,800,576155,215.49,23.458838,,1.84,98.84,0.0,False,0.0127,800,215.49,NYQ,Avery Dennison Corporation,Avery Dennison Corporation,America/New_York,EDT,True,-14400000,EQUITY,AVY,finmb_252978,us_market,,2.71,,0.08647,17.394,,,9.11,,83019504,,,18.855,946044,0.0114,,1609545600,0.929,631200000,7.509,,,11.334394,0.0062300004,1672617600,1617408000,1.74,1615766400,83339548,19783663616,,851299200,2:1,,,,0.561,1618444800,2.55,,0.0128999995,919981,,,,215.3,https://logo.clearbit.com/averydennison.com,,,,,,009ffa74-a5fa-3b9b-ac90-634356d91d57
77073-5101,Energy,54000.0,"Baker Hughes Company provides a portfolio of technologies and services worldwide. The company operates through four segments: Oilfield Services (OFS), Oilfield Equipment (OFE), Turbomachinery & Process Solutions (TPS), and Digital Solutions (DS). The OFS segment offers exploration, drilling, wireline, evaluation, completion, production, and intervention services; and drilling and completions fluids, completions tools and systems, wellbore intervention tools and services, artificial lift systems, pressure pumping systems, and oilfield and industrial chemicals for oil and natural gas, and oilfield service companies. The OFE segment designs and manufactures products and services, including subsea and surface pressure control and production systems and services, capital drilling equipment and services, and flexible pipe systems for offshore and onshore applications; and provides well intervention solutions, as well as services related to onshore and offshore drilling and production operations. The TPS segment provides equipment and related services for mechanical-drive, compression, and power-generation applications across the oil and gas industry. Its product portfolio includes drivers, compressors, and turnkey solutions; and pumps, valves, and compressed natural gas and small-scale liquefied natural gas solutions. This segment serves upstream, midstream, onshore and offshore, and industrial, as well as engineering, procurement, and construction companies. The DS segment provides sensor-based measurement, non-destructive testing and inspection, turbine, generator and plant controls, and condition monitoring, as well as pipeline integrity solutions for a range of industries, including oil and gas, power generation, aerospace, metals, and transportation. It serves through direct and indirect channels. The company was formerly known as Baker Hughes, a GE company and changed its name to Baker Hughes Company in October 2019. Baker Hughes Company is based in Houston, Texas.",Houston,713 439 8600,TX,United States,[],http://www.bakerhughes.com,1,17021 Aldine Westfield Road,Oil & Gas Equipment & Services,20.08,20.58,19.696074,,2.25,,21.95,,6668125,,20.08,23.425152,,20.58,,6668125,,,,0.72,1612742400,1.789851,,,20.54,2,USD,,10171655,,,,22592088064,,,7587725,1.1261135,20.54,0.0,,2200,10171655,25.64,,,,12.01,0.0,False,0.0359,3000,21.95,NYQ,Baker Hughes Company,Baker Hughes Company,America/New_York,EDT,False,-14400000,EQUITY,BKR,finmb_425005479,us_market,,1.119,,-0.00822,9.723,,,,,773843968,,,,44417075,0.0427,,1609372800,0.89565,-165000000,,,,,0.04917,1672444800,1617148800,5.01,1615766400,772179827,22439778304,,,,,,,,1618444800,8.05,,0.0954,23633748,,,,20.58,https://logo.clearbit.com/bakerhughes.com,,,,,,1b696385-7cd0-39c8-bb5b-bacf3c9bf05d
80021-2510,Consumer Cyclical,21500.0,"Ball Corporation supplies aluminum packaging products for the beverage, personal care, and household products industries in the United States, Brazil, and internationally. It operates through four segments: Beverage Packaging, North and Central America; Beverage Packaging, Europe, Middle East and Africa; Beverage Packaging, South America; and Aerospace. The company manufactures and sells aluminum beverage containers to fillers of carbonated soft drinks, beer, energy drinks, and other beverages. It also develops spacecraft, sensors and instruments, radio frequency systems, and other technologies and products for the civil, commercial, and national security aerospace markets, as well as offers defense hardware, antenna and video tactical solutions, civil and operational space hardware, and systems engineering services. In addition, the company designs, manufactures, and tests satellites, remote sensors, and ground station control hardware and software; and provides launch vehicle integration and satellite operational services. Further, it provides target identification, warning, and attitude control systems and components; cryogenic systems and associated sensor cooling devices; star trackers; and fast-steering mirrors to the government agencies and prime contractors. Additionally, the company manufactures and sells extruded aluminum aerosol containers, aluminum cups, and aluminum slugs. Ball Corporation was founded in 1880 and is headquartered in Westminster, Colorado.",Westminster,303 469 3131,CO,United States,[],http://www.ball.com,1,9200 West 108th Circle,Packaging & Containers,93.64,94.0,89.46037,0.0064075184,0.3409,,94.15,,2175175,,93.64,85.43212,0.6,94.0,,2175175,,,,0.6,1622160000,0.393822,,,93.11,2,USD,52.988636,969266,,,,30595622912,,,1950040,2.597031,93.11,0.0,,800,969266,102.76,23.670052,,0.78,59.79,0.0,False,0.0064,800,94.15,NYQ,Ball Corporation,Ball Corporation,America/New_York,EDT,True,-14400000,EQUITY,BLL,finmb_170352,us_market,,3.183,,0.04966,19.399,,,3.94,,328068000,,,9.997,9689468,0.0295,,1609372800,0.84791,585000000,1.76,,,9.328799,0.0061500003,1672444800,1609372800,4.12,1615766400,325677039,37498048512,,1494979200,2:1,,,,0.419,1618444800,1.99,,0.0337,7979490,,,,94.0,https://logo.clearbit.com/ball.com,PO Box 5000,,,,,7e91afea-7f1a-3027-af44-04de74199ea3
28255,Financial Services,212000.0,"Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest-and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company's Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options and merchant services; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The company's Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. As of April 15, 2021, it served approximately 66 million consumer and small business clients with approximately 4,300 retail financial centers; approximately 17,000 ATMs; and digital banking platforms with approximately 40 million active users. The company was founded in 1784 and is headquartered in Charlotte, North Carolina.",Charlotte,704 386 5681,NC,United States,[],http://www.bankofamerica.com,1,Bank of America Corporate Center,Banks—Diversified,40.53,40.87,30.188667,0.01776462,0.309,,41.05,,54307025,,40.53,36.859394,0.72,40.87,,54307025,,,,0.72,1622678400,1.579702,,,40.42,2,USD,17.407726,40378052,,,,347571617792,,,56317408,4.297215,40.42,0.0,,3000,40378052,41.05,13.041801,,1.84,20.1,0.0,False,0.0178,1400,41.05,NYQ,Bank of America Corporation,Bank of America Corporation,America/New_York,EDT,True,-14400000,EQUITY,BAC,finmb_19049,us_market,,1.424,,0.27118,,,,3.11,,8569319936,,,29.067,83482822,0.0097,,1609372800,0.7267,20491999232,2.33,,,1.395397,0.00115,1672444800,1617148800,1.44,1615766400,8544209502,115161440256,,1093824000,2:1,,,,1.007,1618444800,11.64,,0.0111,83766640,,,,40.87,https://logo.clearbit.com/bankofamerica.com,100 North Tryon Street,,,,,bcf30d7f-4abd-3593-b752-cacd38ff491c
10286,Financial Services,48000.0,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through three segments: Investment Services, Investment and Wealth Management, and Other. The Investment Service segment offers custody, trust and depositary, accounting, exchange-traded funds services, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, brokerage and data analytics, clearing, investment, wealth and retirement solutions, technology and enterprise data management, trading, corporate trust, depositary receipts, payments, foreign exchange, liquidity management, receivables processing and payables management, trade finance and processing, collateral management, and tri-party services. The Investment and Wealth Management segment provides diversified investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit activities. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",New York,212 495 1784,NY,United States,[],http://www.bnymellon.com,1,240 Greenwich Street,Asset Management,49.88,50.25,40.691334,0.024859663,0.3307,,50.45,,4543475,,49.88,45.13,1.24,50.25,,4543475,,,,1.24,1619481600,1.070601,,,49.7,2,USD,13.398239,3689589,,,,43975409664,,,6099976,2.8303668,49.7,0.0,,900,3689589,50.45,11.0883,,2.23,31.24,0.0,False,0.0249,1300,50.45,NYQ,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,America/New_York,EDT,True,-14400000,EQUITY,BK,finmb_135506,us_market,,-5.605,,0.22939,,,,4.53,,875481024,,,46.161,7038994,0.008,,1609372800,0.86637,3331000064,3.749,,,1.088148,0.00234,1672444800,1617148800,1.41,1615766400,874106495,-87091011584,,1183334400,9434:10000,,,,-0.054,1618444800,0.93,,0.008,8068050,,,,50.25,https://logo.clearbit.com/bnymellon.com,,,,,,3b16c9d4-c4c8-36ce-bfff-405e3b6c43ab
